"","Value","Std. Error","t value"
"(Intercept)",5.93829264141024,1.58288580144566,3.75156100079157
"distance",-0.00517361622101984,0.000487907362620007,-10.6036854890611
"dep_hr",0.917132073342042,0.0534001915527321,17.1746963198884
"awnd",-0.45839376048227,0.108373145838751,-4.22977257820231
"prcp",23.5439753791017,2.04969195962909,11.4865920552092
"snow",21.174667218838,0.801077519018638,26.4327318094984
"tmax",-0.247017257290578,0.0695787571778978,-3.55018208587728
"tmin",0.0693222501774151,0.0604007210245664,1.14770567307003
