"","Value","Std. Error","t value"
"(Intercept)",-7.58465026187383,0.774352339225223,-9.79483095442398
"distance",-0.0030256468534056,0.000238685701283664,-12.6762803013901
"dep_hr",0.570779656436058,0.0261235290670795,21.8492553196171
"awnd",-0.0948317186750254,0.0530164582389897,-1.78872225389971
"prcp",13.0355308477934,1.00271526990787,13.0002317098363
"snow",12.821116439063,0.391889452913333,32.7161559050643
"tmax",-0.0904776776827474,0.0340381304399101,-2.65812712136097
"tmin",-0.00734338134285098,0.0295482084516435,-0.248522050156395
