"","Value","Std. Error","t value"
"(Intercept)",-10.9776019221059,0.119805536637062,-91.6285025738114
"prcp",8.52778360935323,0.159051199273486,53.6165942055541
"snow",12.1543456540131,0.105241808085622,115.489707703659
"tmax",0.0694537989724737,0.00177208501311695,39.1932658187264
